label,model_id,run_name,selector_metric,trim_frac,dim,M,rep,seed,h,sup_err,ise,Mh_to_d,f_hat,f_floor_hit,n_kernel_positive,p_kernel_positive,sum_kernel_weights,kernel_weight_ess,min_g1_hat,median_g1_hat,max_g1_hat,min_D_hat,q01_D_hat,median_D_hat,max_D_hat,n_D_floor_grid,p_D_floor_grid
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.010125,0.089648681593746,0.1332978186774317,81.0,0.4791801650168251,0,77,0.009625,3833.4413201346006,62.198253014793536,0.0033630654698129,0.1959546264835322,0.4708950135841841,0.0070183737043767,0.008305779963033,0.4089372657498288,0.9827097362589078,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.013258252147,0.0890430419729351,0.1148352557370916,106.066017176,0.4727879047934807,0,98,0.01225,3782.3032383478458,82.1079881702034,0.0032805967570052,0.191382796474498,0.4658103343990094,0.0069388339332374,0.0082081313473108,0.4047963040807829,0.9852416478430868,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.01875,0.0532685327645454,0.0716057957347983,150.0,0.4530765867353167,0,127,0.015875,3624.6126938825337,110.14410264577596,0.0030357587404332,0.1812939138026079,0.4470189657997278,0.0067003213790138,0.0079386007466378,0.4001396653685796,0.986630028756865,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.026516504294,0.0484319215304216,0.0516074817292245,212.132034352,0.4362896232005969,0,180,0.0225,3490.3169856047757,150.8709485184051,0.0028480002986403,0.1730912957326666,0.4309353702871887,0.0065277745497305,0.0077492262477554,0.3967348443056662,0.9877277555351198,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.0375,0.0687016057750118,0.0839019370371457,300.0,0.4277776042474052,0,258,0.03225,3422.220833979241,212.3119839969142,0.0029282882844222,0.1709937993604419,0.421386354985952,0.0068453520131659,0.0081182924555177,0.3997259268896829,0.985059411250158,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.053033008589,0.1161569033506215,0.1355592002189088,424.264068712,0.4292180894390423,0,365,0.045625,3433.744715512338,303.8218914638998,0.0031639516618433,0.1711488068514181,0.4219481170540255,0.0073714313065845,0.0087135801278933,0.3987455586391932,0.9830622879978844,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.075,0.1522322263431976,0.1513287550611172,600.0,0.4335406722339657,0,524,0.0655,3468.3253778717262,435.44959128256,0.0032207765695447,0.1718828780865893,0.4280355364449932,0.0074290067249021,0.008765170332815,0.3964630981469498,0.9873019161948394,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.106066017178,0.1514332456510034,0.1448067112809136,848.528137424,0.4298902315779823,0,722,0.09025,3439.121852623858,605.4482293231692,0.0031511485031632,0.1705297547016147,0.4252858615734929,0.007330123533155,0.0086486547494424,0.3966820880661964,0.9892894286348676,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.15,0.1265469919377562,0.116097682219233,1200.0,0.418680472210527,0,971,0.121375,3349.443777684216,826.0377926746256,0.0029559994367471,0.1665547978759161,0.4149682029243894,0.0070602753960322,0.0083385377605664,0.3978088516919572,0.9911334071385328,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.212132034356,0.138423022863928,0.1150065549068716,1697.056274848,0.4032931188740962,0,1328,0.166,3226.34495099277,1117.95048700516,0.0028104646878244,0.1607025078421867,0.4005251876824425,0.0069687890923371,0.0082267195189218,0.3984756999842497,0.9931366763723092,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.3,0.1392836249970352,0.1208853104032768,2400.0,0.3940921286295365,0,1857,0.232125,3152.7370290362924,1553.9579128274268,0.0027694026451393,0.1574973020680339,0.3908089852224986,0.0070272975376849,0.0082955140076924,0.3996458965464091,0.9916690967199596,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.424264068712,0.1565783214744875,0.1726123120203196,3394.112549696,0.3871593864015359,0,2573,0.321625,3097.2750912122874,2166.3558491089307,0.0028070761954535,0.1573846046629793,0.3828016305801195,0.0072504407591507,0.0085529877786266,0.4065111429321011,0.9887442847197386,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.6,0.3311104175985009,0.344644344871039,4800.0,0.3797612133070291,0,3564,0.4455,3038.0897064562328,3004.562299889034,0.0032937845986868,0.1588464115333666,0.3723885004213971,0.0086733043904193,0.0101610564726338,0.4182797135866073,0.9805859244512384,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,0.848528137424,0.5406542562437693,0.614156439444638,6788.225099392,0.3674344622143004,0,4780,0.5975,2939.4756977144034,4078.301318791093,0.0040713602867908,0.1621159414844243,0.3555797243119855,0.0110805074250663,0.0128734161130818,0.4412104964445951,0.9677364560992082,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,1,3263627196,1.2,0.9367010558649236,1.0784195857918064,9600.0,0.346930870993879,0,6159,0.769875,2775.446967951032,5368.08048526359,0.005945076228276,0.1677989539474352,0.3290455884815828,0.0171361983764798,0.0195981587373425,0.483666828111113,0.9484471287866112,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.010125,0.3703649955470789,0.3875607306339175,81.0,0.3663816173010641,0,61,0.007625,2931.052938408513,51.67368388783639,0.0025884732477713,0.1356772587344592,0.3560475499477079,0.0070649648495991,0.0084258838983317,0.370316774443872,0.9717942525897404,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.013258252147,0.2828362594928038,0.3315510927113272,106.066017176,0.3660847155920524,0,75,0.009375,2928.67772473642,65.21240381157597,0.002552272106488,0.1372055907168993,0.3552797537708278,0.0069718073379829,0.0083207899812927,0.374791912563197,0.9704850780132948,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.01875,0.1961823353031322,0.2387798336834062,150.0,0.3679670153497028,0,113,0.014125,2943.7361227976226,92.59285050158056,0.0026617283137873,0.1414116371369813,0.35733429941286,0.0072336057384321,0.0086081223707754,0.3843051992108279,0.9711041601738736,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.026516504294,0.144415067075434,0.1474166785888621,212.132034352,0.3897361662874624,0,172,0.0215,3117.8893302996994,142.15474184035847,0.0026995972580254,0.1527596660637716,0.3813290575580376,0.0069267301614351,0.0082405014086114,0.3919566087974983,0.978428718049164,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.0375,0.1048536955089756,0.1073951190295526,300.0,0.4007472743104224,0,242,0.03025,3205.9781944833794,203.9221769329569,0.0026696043695042,0.1577589520813515,0.3938222555601515,0.0066615658811351,0.007930550483106,0.3936619465542517,0.9827197358679806,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.053033008589,0.1033845755667006,0.1164228551956665,424.264068712,0.3924197607064179,0,326,0.04075,3139.358085651343,275.01980806246786,0.0028026514945083,0.1571954755632261,0.3851380001333738,0.007141973404864,0.0084751477858605,0.4005799179945713,0.9814439503251932,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.075,0.1152289385848512,0.1517590893407379,600.0,0.3892357757205502,0,458,0.05725,3113.886205764402,387.3041028697163,0.0028371796265463,0.1580234100193859,0.3824240976731721,0.0072891029127375,0.0086319814518197,0.4059837760978015,0.9824998664761264,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.106066017178,0.130591561380823,0.1570983982022675,848.528137424,0.3838528135155777,0,639,0.079875,3070.822508124622,537.8231098647469,0.002704612234412,0.15673792484007,0.3776872659710619,0.0070459617311162,0.0083503953407764,0.4083281907056002,0.9839377299646505,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.15,0.1171811142466934,0.1567093065527794,1200.0,0.3788746992252195,0,897,0.112125,3030.997593801756,751.6020229223923,0.0027114579242569,0.1543871326126316,0.3724987062522689,0.0071566085827364,0.0084749910297326,0.4074886312766353,0.9831712358043724,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.212132034356,0.1232765030791238,0.1679773360196214,1697.056274848,0.3773614184118562,0,1295,0.161875,3018.8913472948498,1065.5674469115927,0.0027577229301934,0.1539054398246764,0.3718408670103382,0.0073079090644704,0.0086348428312287,0.4078462511413989,0.9853706522920348,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.3,0.1460983305810037,0.1857936633910185,2400.0,0.3804198224757954,0,1822,0.22775,3043.358579806363,1525.9984559646944,0.0027684085003449,0.1556344260656712,0.3757935509403581,0.0072772456554129,0.008588185145348,0.4091122934993053,0.9878390366061128,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.424264068712,0.2369413535775222,0.2662245172551241,3394.112549696,0.3794603189439709,0,2550,0.31875,3035.682551551768,2144.5003171275307,0.0028750726536425,0.1578554563118678,0.3744795194749122,0.0075767412562236,0.0089258565323466,0.41599990415645,0.98687399124388,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.6,0.342527149612553,0.4260889346753137,4800.0,0.3760508660497476,0,3598,0.44975,3008.406928397981,2996.693336445716,0.0033672021024333,0.1614008588611299,0.3688682006862441,0.0089541134097211,0.0104847719856892,0.429199540361591,0.9808997505072802,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,0.848528137424,0.5760321268986384,0.6860447068183674,6788.225099392,0.3687634667755204,0,4805,0.600625,2950.1077342041635,4119.157100949046,0.0042769454423094,0.1662865243462234,0.3578206801351891,0.0115980725523253,0.0134552095728283,0.4509300387054015,0.9703257301054916,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,2,1437882509,1.2,0.9336133581113976,1.122096249973828,9600.0,0.3476758034508595,0,6169,0.771125,2781.406427606876,5383.4252506223975,0.0062322813304197,0.1702689677011993,0.3307895223992301,0.0179255538307849,0.0205014825502958,0.4897348794802316,0.9514309569891708,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.010125,0.4203745604233404,0.4159318628053545,81.0,0.4012026733692242,0,67,0.008375,3209.621386953794,55.20866800034142,0.0019325708245153,0.1468084242771635,0.3982668935266056,0.004816944035507,0.0058131529159375,0.3659208525314503,0.992682551644124,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.013258252147,0.4265296089784751,0.4224864926520614,106.066017176,0.4144672719175978,0,93,0.011625,3315.738175340783,75.28700404820773,0.0019863676968942,0.1516060577317707,0.4112665011620835,0.0047925803350021,0.0057851882956526,0.3657853538841356,0.9922773860027464,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.01875,0.4179250420199043,0.4349561472565913,150.0,0.4254979464124184,0,126,0.01575,3403.983571299347,107.7561344491868,0.0020959380146889,0.1551391776158914,0.42069168845164,0.0049258475448844,0.0059440734147681,0.3646061724244402,0.9887043921097568,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.026516504294,0.4381690251110193,0.3582997181779778,212.132034352,0.4324443507167412,0,178,0.02225,3459.55480573393,153.93840246555823,0.0020358747279819,0.1604752082928321,0.4282438993983484,0.0047078305557874,0.005685627717227,0.3710886915896983,0.9902867240341308,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.0375,0.4459846809953012,0.3500865200696129,300.0,0.4100439068183533,0,237,0.029625,3280.3512545468266,200.32490538944,0.0018499271498675,0.1531138060951786,0.4078668020599277,0.0045115342993916,0.0054503195492173,0.3734083193266594,0.9946905569812796,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.053033008589,0.3675767939601382,0.2789055848120606,424.264068712,0.3999125053482245,0,336,0.042,3199.3000427857964,279.02459324241573,0.0018437196456242,0.1519544040936951,0.3993445203083013,0.0046103075571964,0.0055525264435395,0.3799691233995811,0.9985797267344052,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.075,0.3138141342120342,0.2373568068660629,600.0,0.3965803881380214,0,476,0.0595,3172.643105104171,393.7873585193298,0.0018915827069038,0.1514822327843265,0.3965235462420203,0.0047697333591936,0.0057323231341756,0.3819710639135447,0.9998566699269524,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.106066017178,0.2859539616881639,0.2022229936409213,848.528137424,0.3968703386041387,0,682,0.08525,3174.96270883311,561.3355014898233,0.0019423681046368,0.1539042599818917,0.3966086778519265,0.0048942133379594,0.0058753757489148,0.3877948161185326,0.9993406895734952,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.15,0.2677423215677663,0.1819349207243928,1200.0,0.4023860452268876,0,986,0.12325,3219.088361815101,810.4795765109274,0.002021160476582,0.1572878571058324,0.4015939217856653,0.0050229387936214,0.0060254994736712,0.390887951934677,0.9980314341150284,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.212132034356,0.2150333002849906,0.144451301563896,1697.056274848,0.4058738898547785,0,1371,0.171375,3246.9911188382284,1152.1851938263062,0.0021555589354485,0.1602770290943288,0.404180628984888,0.005310908115375,0.0063576294700101,0.394893667960942,0.9958281108683872,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.3,0.1509283253362872,0.1322154665217651,2400.0,0.4029632412935787,0,1909,0.238625,3223.7059303486294,1606.0620217388748,0.0022947883439982,0.1617269251276484,0.3998067972602664,0.0056947833172861,0.0067998397525126,0.401344114188873,0.992166918195368,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.424264068712,0.2261969224642626,0.1692269665217046,3394.112549696,0.3966639240703907,0,2626,0.32825,3173.311392563125,2223.4203563834626,0.0024897245037792,0.1620884267170272,0.3919857068532831,0.0062766597935873,0.0074669686051411,0.4086291111471574,0.988206093538576,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.6,0.36612207773425,0.3033421080556046,4800.0,0.3876277837021585,0,3617,0.452125,3101.0222696172686,3060.610914429863,0.0027584432404296,0.1634778061156602,0.3813209463544895,0.0071162165262878,0.0084215917823823,0.421739134781091,0.9837296560957688,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,0.848528137424,0.5646265091187543,0.5968024990761975,6788.225099392,0.3739062625056487,0,4848,0.606,2991.2501000451894,4142.073469419637,0.0037185933559061,0.1661458535321742,0.3635692164121061,0.0099452556129625,0.011607347415447,0.444351620159516,0.9723539102440512,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,3,1070565993,1.2,0.9328141393155502,1.0914344491223342,9600.0,0.3506061530633683,0,6156,0.7695,2804.8492245069465,5404.887862111389,0.0058923347549649,0.1695961201872859,0.3337498428005974,0.0168061361829549,0.0192238678753548,0.4837226007172591,0.9519223775296258,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.010125,0.1091165638539086,0.1399945975132598,81.0,0.4311404812567111,0,70,0.00875,3449.123850053689,59.64399147070941,0.0028903092387335,0.1780691363651003,0.4271922233884049,0.0067038688417953,0.0079558959778657,0.413018828215933,0.9908422937767346,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.013258252147,0.1620398777999856,0.2347717548032179,106.066017176,0.424205934574656,0,90,0.01125,3393.647476597248,74.95434109667526,0.0031994172565489,0.1774147514393442,0.4197325692419977,0.0075421322423434,0.0089029007265485,0.4182278864562207,0.9894547318458812,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.01875,0.2106970664214409,0.3091170117138022,150.0,0.4425955832688197,0,142,0.01775,3540.764666150558,113.72966264344714,0.0035764391340574,0.1877268323532464,0.4357913386209236,0.0080806028556439,0.0095182804878108,0.4241498095547568,0.9846264967272316,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.026516504294,0.5976195319814939,0.4662300257802144,212.132034352,0.4478650876809892,0,184,0.023,3582.9207014479134,158.8064864094943,0.0045679724516175,0.1883980776145835,0.437235640040725,0.0101994385748399,0.0118254603423583,0.4206581017290144,0.9762664071555508,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.0375,0.667106319295399,0.4824853330376866,300.0,0.4352922074234081,0,257,0.032125,3482.337659387265,215.34796619844036,0.0046825936445637,0.1804008627191335,0.4229879063037708,0.0107573569310625,0.012438700189728,0.4144362330466851,0.9717332382482352,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.053033008589,0.5962430499686415,0.4210817764913574,424.264068712,0.4256877197021633,0,354,0.04425,3405.501757617307,296.8312110566791,0.0043130095059958,0.1746124538886432,0.414063240150425,0.0101318626457288,0.0117486352766739,0.4101890794754722,0.972692471467414,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.075,0.487797092434477,0.3245751941124966,600.0,0.4175817317051957,0,486,0.06075,3340.653853641565,412.1000991346462,0.0037702266344817,0.1691376132679007,0.4085339952611414,0.0090287154543041,0.0105148077002673,0.405040739155966,0.9783330166118432,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.106066017178,0.4167556495190183,0.2805729497031353,848.528137424,0.4121696486745484,0,697,0.087125,3297.357189396388,579.3828825074382,0.0035483327357866,0.1655779632450096,0.4043741502575546,0.0086089132161898,0.0100537075219273,0.401722843439525,0.9810866752511678,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.15,0.3396599903569348,0.2386428141100876,1200.0,0.4086411338456989,0,977,0.122125,3269.129070765591,813.4860919862917,0.0033527248939329,0.164241271888474,0.4013735834560896,0.0082045702604156,0.0096103542339189,0.4019205564129302,0.9822153234521088,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.212132034356,0.3242384926908461,0.2417447551971148,1697.056274848,0.4075860757600777,0,1380,0.1725,3260.688606080622,1149.642766217682,0.0033241226797359,0.1645585921166927,0.4004574284008055,0.0081556335641176,0.0095585171807117,0.4037394844998551,0.9825100812240004,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.3,0.2956104278798079,0.231825774604308,2400.0,0.4039418975430596,0,1933,0.241625,3231.5351803444773,1608.3912131794584,0.0032390664405813,0.1632054117990591,0.3973039600728654,0.0080186444146612,0.0094083056318184,0.4040318986263654,0.9835670983610046,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.424264068712,0.2918191109164034,0.267838421987379,3394.112549696,0.4002186337505792,0,2682,0.33525,3201.7490700046337,2250.654151599937,0.0032779851474086,0.1637376787088399,0.3928945481305745,0.0081904860767966,0.0096109419959373,0.4091205778561604,0.9816997885596472,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.6,0.4185153768185934,0.4287333320008313,4800.0,0.3930865271426528,0,3682,0.46025,3144.6922171412225,3111.969668355328,0.0037059478980517,0.166269896406231,0.3835477844644273,0.0094278171398809,0.0110070770164773,0.4229854877368793,0.9757337328563188,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,0.848528137424,0.5794617178582451,0.6716410362086517,6788.225099392,0.3777930664652027,0,4877,0.609625,3022.344531721622,4178.968350611728,0.004402518859421,0.1686109430317975,0.3645294683691258,0.0116532547847235,0.0135178059110418,0.4463050225071501,0.9648918964549114,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,4,1478946054,1.2,0.8910040791976619,1.0769570832573596,9600.0,0.3522830906010178,0,6183,0.772875,2818.264724808143,5414.694037421099,0.0059744190298802,0.1707139142340465,0.3340561559362955,0.0169591422048885,0.0194294594216687,0.4845929844171557,0.9482605462736632,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.010125,0.5386578087911351,0.5517559369157493,81.0,0.3635146965386537,0,57,0.007125,2908.1175723092297,49.64245930090578,0.0037000430248212,0.136975927264203,0.3578607517188003,0.0101785238947767,0.0118822101494278,0.3768098747271362,0.9844464477676156,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.013258252147,0.4496675078120686,0.5108783414903453,106.066017176,0.3556640155587782,0,79,0.009875,2845.312124470226,62.59749093571851,0.003745151036272,0.1370914299218301,0.3492643931752383,0.0105300251710539,0.012276809230681,0.3854520669077188,0.9820065508356656,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.01875,0.3750372186680786,0.3731905078636703,150.0,0.3697804887622372,0,117,0.014625,2958.243910097897,94.42269095567129,0.0033621444949652,0.1438570655738965,0.3654413523421965,0.0090922712180389,0.0106324646703542,0.3890336833493513,0.9882656425855108,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.026516504294,0.2637249498728522,0.2218758018762062,212.132034352,0.3845996215939953,0,168,0.021,3076.796972751963,138.8772238549539,0.0028916760304016,0.1511116098254926,0.3840742171577618,0.0075186658229587,0.0088318891769366,0.392906288360872,0.9986338924774394,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.0375,0.207873217052243,0.1665348018961642,300.0,0.4044883701868115,0,249,0.031125,3235.906961494492,207.2719642116766,0.0027201452324318,0.1620647557237775,0.4076921039637521,0.0067249034407975,0.0079172407424061,0.4006660454759886,1.0079204595560092,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.053033008589,0.1424166170774619,0.145410682295782,424.264068712,0.4044313601376342,0,334,0.04175,3235.450881101074,285.77573660007266,0.0025678610734587,0.1630276694902858,0.4081480812470261,0.0063493124583239,0.0074944814393609,0.4031034325201808,1.009189992358968,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.075,0.0752855564836765,0.1034282927060829,600.0,0.3973478143440999,0,474,0.05925,3178.782514752799,394.58271692529337,0.0023911393251937,0.1592064717832639,0.4005991960685234,0.0060177487804752,0.0071246894121256,0.4006728262644788,1.008182709472784,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.106066017178,0.0458189142843472,0.0690280199568463,848.528137424,0.3962937760524047,0,663,0.082875,3170.3502084192373,558.2491182409366,0.0022883907794058,0.1573943542149611,0.3981165138659796,0.005774480745575,0.0068551408048167,0.3971658494938053,1.0045994611162754,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.15,0.0390597344377011,0.0557379888300614,1200.0,0.3904194011845591,0,929,0.116125,3123.3552094764727,775.3522353231456,0.0022916200259917,0.1548256744024113,0.3916224971432271,0.0058696366498152,0.0069667910561905,0.3965624503614822,1.0030815475742696,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.212132034356,0.0441812416423541,0.0437944786015623,1697.056274848,0.3928849209277824,0,1336,0.167,3143.07936742226,1113.502514840673,0.0024458298361419,0.1560067545478077,0.3922241357734624,0.006225308495847,0.0073768136545806,0.3970800258238567,0.9983181203474044,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.3,0.0965636454743954,0.0887905928114592,2400.0,0.3958388135304474,0,1914,0.23925,3166.710508243579,1588.8579667169977,0.002634602223978,0.1585813930383227,0.393671868888259,0.0066557450505681,0.0078704280026441,0.4006211306666742,0.9945256893257596,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.424264068712,0.1877851719283043,0.1933100824458647,3394.112549696,0.400626328418068,0,2722,0.34025,3205.0106273445444,2280.12294072174,0.0028470818916665,0.1638871363435858,0.3966542358051286,0.0071065771011821,0.0083896557881979,0.4090772990150654,0.990085293124334,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.6,0.3731526949886721,0.3491588562197768,4800.0,0.3923428413410532,0,3651,0.456375,3138.742730728426,3104.8255620750665,0.003136821452127,0.1653277030996512,0.3860331271858151,0.0079951030619169,0.0094026450287355,0.4213858026172987,0.9839178557873745,0,0.0
GG1,gg_1d,gg_1d_priority1_floor81_main_20260711_180209,raw_max,0.05,1,8000,5,367527789,0.848528137424,0.5612272524811068,0.6099185620038039,6788.225099392,0.3776456970325627,0,4885,0.610625,3021.165576260501,4181.234792857145,0.0039070698535523,0.1673816850103636,0.3667623021709593,0.010345860906805,0.0120594968836511,0.4432241286624034,0.971180937722521,0,0.0
